Cover,Distance,p,pmin,pmax
Non-covered,168.1848131,4.042986475,2.946883376,5.139089574
Non-covered,170.0427501,3.937005429,2.853436304,5.020574554
Non-covered,171.9212117,3.833571404,2.76263333,4.904509478
Non-covered,173.8204247,3.732635213,2.674415381,4.790855044
Non-covered,175.7406182,3.634147984,2.588723816,4.679572152
Non-covered,177.6820242,3.538061199,2.505500482,4.570621916
Non-covered,179.6448768,3.444326724,2.424687768,4.463965681
Non-covered,181.6294131,3.352896843,2.346228652,4.359565035
Non-covered,183.6358726,3.263724285,2.270066745,4.257381824
Non-covered,185.6644974,3.176762248,2.196146332,4.157378163
Non-covered,187.7155324,3.091964428,2.124412407,4.05951645
Non-covered,189.7892252,3.009285041,2.054810705,3.963759377
Non-covered,191.885826,2.928678838,1.987287733,3.870069944
Non-covered,194.005588,2.85010113,1.921790794,3.778411465
Non-covered,196.148767,2.773507799,1.858268013,3.688747584
Non-covered,198.3156217,2.698855318,1.796668353,3.601042283
Non-covered,200.5064136,2.626100763,1.736941634,3.515259891
Non-covered,202.7214072,2.555201822,1.67903855,3.431365093
Non-covered,204.9608699,2.486116808,1.622910677,3.349322939
Non-covered,207.2250718,2.418804669,1.568510485,3.269098854
Non-covered,209.5142864,2.353224994,1.515791347,3.19065864
Non-covered,211.8287899,2.289338016,1.464707544,3.113968489
Non-covered,214.1688618,2.227104626,1.415214265,3.038994986
Non-covered,216.5347844,2.166486367,1.367267618,2.965705116
Non-covered,218.9268434,2.107445445,1.320824621,2.89406627
Non-covered,221.3453274,2.049944726,1.275843207,2.824046246
Non-covered,223.7905284,1.993947739,1.232282219,2.755613259
Non-covered,226.2627415,1.939418677,1.19010141,2.688735943
Non-covered,228.7622652,1.886322391,1.149261431,2.623383352
Non-covered,231.289401,1.834624399,1.109723833,2.559524965
Non-covered,233.8444542,1.784290871,1.071451055,2.497130688
Non-covered,236.427733,1.735288637,1.034406416,2.436170858
Non-covered,239.0395493,1.687585177,0.998554112,2.376616243
Non-covered,241.6802183,1.641148619,0.963859197,2.318438041
Non-covered,244.3500587,1.595947734,0.930287583,2.261607885
Non-covered,247.0493929,1.551951931,0.89780602,2.206097842
Non-covered,249.7785466,1.509131252,0.866382091,2.151880413
Non-covered,252.5378493,1.467456365,0.835984199,2.098928531
Non-covered,255.327634,1.426898557,0.806581551,2.047215564
Non-covered,258.1482374,1.38742973,0.77814415,1.99671531
Non-covered,261,1.349022389,0.750642779,1.947401999
