state,location,wind,distance,rep,height
Arkansas,East transect 3,downwind,182.9,10,84
Arkansas,East transect 3,downwind,198.1,1,82
Arkansas,East transect 3,downwind,198.1,2,83
Arkansas,East transect 3,downwind,198.1,3,78
Arkansas,East transect 3,downwind,198.1,4,89
Arkansas,East transect 3,downwind,198.1,5,86
Arkansas,East transect 3,downwind,198.1,6,86
Arkansas,East transect 3,downwind,198.1,7,91
Arkansas,East transect 3,downwind,198.1,8,90
Arkansas,East transect 3,downwind,198.1,9,79
Arkansas,East transect 3,downwind,198.1,10,83
Arkansas,East transect 3,downwind,213.4,1,78
Arkansas,East transect 3,downwind,213.4,2,82
Arkansas,East transect 3,downwind,213.4,3,86
Arkansas,East transect 3,downwind,213.4,4,84
Arkansas,East transect 3,downwind,213.4,5,86
Arkansas,East transect 3,downwind,213.4,6,79
Arkansas,East transect 3,downwind,213.4,7,87
Arkansas,East transect 3,downwind,213.4,8,90
Arkansas,East transect 3,downwind,213.4,9,85
Arkansas,East transect 3,downwind,213.4,10,86
Arkansas,East transect 3,downwind,228.6,1,78
Arkansas,East transect 3,downwind,228.6,2,77
Arkansas,East transect 3,downwind,228.6,3,86
Arkansas,East transect 3,downwind,228.6,4,85
Arkansas,East transect 3,downwind,228.6,5,92
Arkansas,East transect 3,downwind,228.6,6,93
Arkansas,East transect 3,downwind,228.6,7,98
Arkansas,East transect 3,downwind,228.6,8,68
Arkansas,East transect 3,downwind,228.6,9,70
Arkansas,East transect 3,downwind,228.6,10,84
Arkansas,East transect 3,downwind,243.8,1,88
Arkansas,East transect 3,downwind,243.8,2,87
Arkansas,East transect 3,downwind,243.8,3,79
Arkansas,East transect 3,downwind,243.8,4,86
Arkansas,East transect 3,downwind,243.8,5,80
Arkansas,East transect 3,downwind,243.8,6,88
Arkansas,East transect 3,downwind,243.8,7,96
Arkansas,East transect 3,downwind,243.8,8,80
Arkansas,East transect 3,downwind,243.8,9,80
Arkansas,East transect 3,downwind,243.8,10,96
Arkansas,East transect 3,downwind,259.1,1,76
Arkansas,East transect 3,downwind,259.1,2,84
Arkansas,East transect 3,downwind,259.1,3,85
Arkansas,East transect 3,downwind,259.1,4,92
Arkansas,East transect 3,downwind,259.1,5,79
Arkansas,East transect 3,downwind,259.1,6,77
Arkansas,East transect 3,downwind,259.1,7,80
Arkansas,East transect 3,downwind,259.1,8,90
Arkansas,East transect 3,downwind,259.1,9,89
Arkansas,East transect 3,downwind,259.1,10,86
Ontario,Cover 1,downwind,1.524,1,72
Ontario,Cover 1,downwind,1.524,2,62
Ontario,Cover 1,downwind,1.524,3,78
Ontario,Cover 1,downwind,1.524,4,79
Ontario,Cover 1,downwind,1.524,5,89
Ontario,Cover 1,downwind,1.524,6,86
Ontario,Cover 1,downwind,1.524,7,87
Ontario,Cover 1,downwind,1.524,8,57
Ontario,Cover 1,downwind,1.524,9,82
Ontario,Cover 1,downwind,1.524,10,75
Ontario,Cover 1,downwind,3.048,1,64
Ontario,Cover 1,downwind,3.048,2,80
Ontario,Cover 1,downwind,3.048,3,82
Ontario,Cover 1,downwind,3.048,4,86
Ontario,Cover 1,downwind,3.048,5,87
Ontario,Cover 1,downwind,3.048,6,84
Ontario,Cover 1,downwind,3.048,7,63
Ontario,Cover 1,downwind,3.048,8,77
Ontario,Cover 1,downwind,3.048,9,72
Ontario,Cover 1,downwind,3.048,10,63
Ontario,Cover 1,downwind,4.572,1,75
Ontario,Cover 1,downwind,4.572,2,83
Ontario,Cover 1,downwind,4.572,3,87
Ontario,Cover 1,downwind,4.572,4,88
Ontario,Cover 1,downwind,4.572,5,83
Ontario,Cover 1,downwind,4.572,6,64
Ontario,Cover 1,downwind,4.572,7,78
Ontario,Cover 1,downwind,4.572,8,64
Ontario,Cover 1,downwind,4.572,9,70
Ontario,Cover 1,downwind,4.572,10,80
Ontario,Cover 1,downwind,6.096,1,77
Ontario,Cover 1,downwind,6.096,2,86
Ontario,Cover 1,downwind,6.096,3,86
Ontario,Cover 1,downwind,6.096,4,81
Ontario,Cover 1,downwind,6.096,5,63
Ontario,Cover 1,downwind,6.096,6,79
Ontario,Cover 1,downwind,6.096,7,73
Ontario,Cover 1,downwind,6.096,8,73
Ontario,Cover 1,downwind,6.096,9,81
Ontario,Cover 1,downwind,6.096,10,76
Ontario,Cover 1,downwind,7.62,1,83
Ontario,Cover 1,downwind,7.62,2,87
Ontario,Cover 1,downwind,7.62,3,82
Ontario,Cover 1,downwind,7.62,4,64
Ontario,Cover 1,downwind,7.62,5,82
Ontario,Cover 1,downwind,7.62,6,68
Ontario,Cover 1,downwind,7.62,7,71
Ontario,Cover 1,downwind,7.62,8,76
Ontario,Cover 1,downwind,7.62,9,83
Ontario,Cover 1,downwind,7.62,10,85
Ontario,Cover 1,downwind,9.144,1,85
Ontario,Cover 1,downwind,9.144,2,80
Ontario,Cover 1,downwind,9.144,3,74
Ontario,Cover 1,downwind,9.144,4,82
Ontario,Cover 1,downwind,9.144,5,77
Ontario,Cover 1,downwind,9.144,6,69
Ontario,Cover 1,downwind,9.144,7,74
Ontario,Cover 1,downwind,9.144,8,80
Ontario,Cover 1,downwind,9.144,9,82
Ontario,Cover 1,downwind,9.144,10,84
Ontario,Cover 1,downwind,10.668,1,79
Ontario,Cover 1,downwind,10.668,2,72
Ontario,Cover 1,downwind,10.668,3,81
Ontario,Cover 1,downwind,10.668,4,76
Ontario,Cover 1,downwind,10.668,5,70
Ontario,Cover 1,downwind,10.668,6,79
Ontario,Cover 1,downwind,10.668,7,82
Ontario,Cover 1,downwind,10.668,8,88
Ontario,Cover 1,downwind,10.668,9,82
Ontario,Cover 1,downwind,10.668,10,82
Ontario,Cover 1,downwind,12.192,1,71
Ontario,Cover 1,downwind,12.192,2,84
Ontario,Cover 1,downwind,12.192,3,78
Ontario,Cover 1,downwind,12.192,4,72
Ontario,Cover 1,downwind,12.192,5,78
Ontario,Cover 1,downwind,12.192,6,84
Ontario,Cover 1,downwind,12.192,7,87
Ontario,Cover 1,downwind,12.192,8,82
Ontario,Cover 1,downwind,12.192,9,80
Ontario,Cover 1,downwind,12.192,10,72
Ontario,Cover 1,downwind,13.716,1,86
Ontario,Cover 1,downwind,13.716,2,74
Ontario,Cover 1,downwind,13.716,3,73
Ontario,Cover 1,downwind,13.716,4,80
Ontario,Cover 1,downwind,13.716,5,85
Ontario,Cover 1,downwind,13.716,6,87
Ontario,Cover 1,downwind,13.716,7,84
Ontario,Cover 1,downwind,13.716,8,79
Ontario,Cover 1,downwind,13.716,9,75
Ontario,Cover 1,downwind,13.716,10,85
Ontario,Cover 2,downwind,1.524,1,86
Ontario,Cover 2,downwind,1.524,2,90
Ontario,Cover 2,downwind,1.524,3,87
Ontario,Cover 2,downwind,1.524,4,88
Ontario,Cover 2,downwind,1.524,5,92
Ontario,Cover 2,downwind,1.524,6,91
Ontario,Cover 2,downwind,1.524,7,92
Ontario,Cover 2,downwind,1.524,8,93
Ontario,Cover 2,downwind,1.524,9,98
Ontario,Cover 2,downwind,1.524,10,91
Ontario,Cover 2,downwind,3.048,1,88
Ontario,Cover 2,downwind,3.048,2,89
Ontario,Cover 2,downwind,3.048,3,90
Ontario,Cover 2,downwind,3.048,4,92
Ontario,Cover 2,downwind,3.048,5,90
Ontario,Cover 2,downwind,3.048,6,91
Ontario,Cover 2,downwind,3.048,7,91
Ontario,Cover 2,downwind,3.048,8,96
Ontario,Cover 2,downwind,3.048,9,90
Ontario,Cover 2,downwind,3.048,10,87
Ontario,Cover 2,downwind,4.572,1,89
Ontario,Cover 2,downwind,4.572,2,88
Ontario,Cover 2,downwind,4.572,3,91
Ontario,Cover 2,downwind,4.572,4,92
Ontario,Cover 2,downwind,4.572,5,93
Ontario,Cover 2,downwind,4.572,6,91
Ontario,Cover 2,downwind,4.572,7,94
Ontario,Cover 2,downwind,4.572,8,90
Ontario,Cover 2,downwind,4.572,9,85
Ontario,Cover 2,downwind,4.572,10,86
Ontario,Cover 2,downwind,6.096,1,84
Ontario,Cover 2,downwind,6.096,2,91
Ontario,Cover 2,downwind,6.096,3,91
Ontario,Cover 2,downwind,6.096,4,90
Ontario,Cover 2,downwind,6.096,5,91
Ontario,Cover 2,downwind,6.096,6,92
Ontario,Cover 2,downwind,6.096,7,91
Ontario,Cover 2,downwind,6.096,8,90
Ontario,Cover 2,downwind,6.096,9,87
Ontario,Cover 2,downwind,6.096,10,87
Ontario,Cover 2,downwind,7.62,1,91
Ontario,Cover 2,downwind,7.62,2,93
Ontario,Cover 2,downwind,7.62,3,93
Ontario,Cover 2,downwind,7.62,4,93
Ontario,Cover 2,downwind,7.62,5,91
Ontario,Cover 2,downwind,7.62,6,91
Ontario,Cover 2,downwind,7.62,7,87
Ontario,Cover 2,downwind,7.62,8,89
Ontario,Cover 2,downwind,7.62,9,86
Ontario,Cover 2,downwind,7.62,10,92
Ontario,Cover 2,downwind,9.144,1,93
Ontario,Cover 2,downwind,9.144,2,92
Ontario,Cover 2,downwind,9.144,3,91
Ontario,Cover 2,downwind,9.144,4,93
Ontario,Cover 2,downwind,9.144,5,92
Ontario,Cover 2,downwind,9.144,6,89
Ontario,Cover 2,downwind,9.144,7,90
Ontario,Cover 2,downwind,9.144,8,90
Ontario,Cover 2,downwind,9.144,9,93
Ontario,Cover 2,downwind,9.144,10,92
Ontario,Cover 2,downwind,10.668,1,93
Ontario,Cover 2,downwind,10.668,2,90
Ontario,Cover 2,downwind,10.668,3,92
Ontario,Cover 2,downwind,10.668,4,91
Ontario,Cover 2,downwind,10.668,5,88
Ontario,Cover 2,downwind,10.668,6,91
Ontario,Cover 2,downwind,10.668,7,89
Ontario,Cover 2,downwind,10.668,8,90
Ontario,Cover 2,downwind,10.668,9,91
Ontario,Cover 2,downwind,10.668,10,91
Ontario,Cover 2,downwind,12.192,1,91
Ontario,Cover 2,downwind,12.192,2,91
Ontario,Cover 2,downwind,12.192,3,89
Ontario,Cover 2,downwind,12.192,4,86
Ontario,Cover 2,downwind,12.192,5,86
Ontario,Cover 2,downwind,12.192,6,88
Ontario,Cover 2,downwind,12.192,7,91
Ontario,Cover 2,downwind,12.192,8,90
Ontario,Cover 2,downwind,12.192,9,91
Ontario,Cover 2,downwind,12.192,10,91
Ontario,Cover 2,downwind,13.716,1,92
Ontario,Cover 2,downwind,13.716,2,88
Ontario,Cover 2,downwind,13.716,3,86
Ontario,Cover 2,downwind,13.716,4,86
Ontario,Cover 2,downwind,13.716,5,89
Ontario,Cover 2,downwind,13.716,6,90
Ontario,Cover 2,downwind,13.716,7,91
Ontario,Cover 2,downwind,13.716,8,92
Ontario,Cover 2,downwind,13.716,9,92
Ontario,Cover 2,downwind,13.716,10,93
Ontario,Cover 3,downwind,1.524,1,88
Ontario,Cover 3,downwind,1.524,2,89
Ontario,Cover 3,downwind,1.524,3,87
Ontario,Cover 3,downwind,1.524,4,91
Ontario,Cover 3,downwind,1.524,5,91
Ontario,Cover 3,downwind,1.524,6,93
Ontario,Cover 3,downwind,1.524,7,95
Ontario,Cover 3,downwind,1.524,8,94
Ontario,Cover 3,downwind,1.524,9,90
Ontario,Cover 3,downwind,1.524,10,87
Ontario,Cover 3,downwind,3.048,1,90
Ontario,Cover 3,downwind,3.048,2,91
Ontario,Cover 3,downwind,3.048,3,91
Ontario,Cover 3,downwind,3.048,4,91
Ontario,Cover 3,downwind,3.048,5,91
Ontario,Cover 3,downwind,3.048,6,96
Ontario,Cover 3,downwind,3.048,7,92
Ontario,Cover 3,downwind,3.048,8,91
Ontario,Cover 3,downwind,3.048,9,89
Ontario,Cover 3,downwind,3.048,10,90
Ontario,Cover 3,downwind,4.572,1,91
Ontario,Cover 3,downwind,4.572,2,90
Ontario,Cover 3,downwind,4.572,3,92
Ontario,Cover 3,downwind,4.572,4,90
Ontario,Cover 3,downwind,4.572,5,93
Ontario,Cover 3,downwind,4.572,6,91
Ontario,Cover 3,downwind,4.572,7,91
Ontario,Cover 3,downwind,4.572,8,88
Ontario,Cover 3,downwind,4.572,9,90
Ontario,Cover 3,downwind,4.572,10,91
Ontario,Cover 3,downwind,6.096,1,89
Ontario,Cover 3,downwind,6.096,2,90
Ontario,Cover 3,downwind,6.096,3,91
Ontario,Cover 3,downwind,6.096,4,91
Ontario,Cover 3,downwind,6.096,5,91
Ontario,Cover 3,downwind,6.096,6,92
Ontario,Cover 3,downwind,6.096,7,92
Ontario,Cover 3,downwind,6.096,8,89
Ontario,Cover 3,downwind,6.096,9,90
Ontario,Cover 3,downwind,6.096,10,91
Ontario,Cover 3,downwind,7.62,1,91
Ontario,Cover 3,downwind,7.62,2,89
Ontario,Cover 3,downwind,7.62,3,97
Ontario,Cover 3,downwind,7.62,4,91
Ontario,Cover 3,downwind,7.62,5,92
Ontario,Cover 3,downwind,7.62,6,90
Ontario,Cover 3,downwind,7.62,7,87
Ontario,Cover 3,downwind,7.62,8,91
Ontario,Cover 3,downwind,7.62,9,92
Ontario,Cover 3,downwind,7.62,10,91
Ontario,Cover 3,downwind,9.144,1,90
Ontario,Cover 3,downwind,9.144,2,93
Ontario,Cover 3,downwind,9.144,3,92
Ontario,Cover 3,downwind,9.144,4,91
Ontario,Cover 3,downwind,9.144,5,91
Ontario,Cover 3,downwind,9.144,6,89
Ontario,Cover 3,downwind,9.144,7,89
Ontario,Cover 3,downwind,9.144,8,92
Ontario,Cover 3,downwind,9.144,9,89
Ontario,Cover 3,downwind,9.144,10,88
Ontario,Cover 3,downwind,10.668,1,94
Ontario,Cover 3,downwind,10.668,2,91
Ontario,Cover 3,downwind,10.668,3,93
Ontario,Cover 3,downwind,10.668,4,91
Ontario,Cover 3,downwind,10.668,5,91
Ontario,Cover 3,downwind,10.668,6,91
Ontario,Cover 3,downwind,10.668,7,91
Ontario,Cover 3,downwind,10.668,8,89
Ontario,Cover 3,downwind,10.668,9,90
Ontario,Cover 3,downwind,10.668,10,92
Ontario,Cover 3,downwind,12.192,1,90
Ontario,Cover 3,downwind,12.192,2,91
Ontario,Cover 3,downwind,12.192,3,90
Ontario,Cover 3,downwind,12.192,4,91
Ontario,Cover 3,downwind,12.192,5,88
Ontario,Cover 3,downwind,12.192,6,89
Ontario,Cover 3,downwind,12.192,7,92
Ontario,Cover 3,downwind,12.192,8,91
Ontario,Cover 3,downwind,12.192,9,92
Ontario,Cover 3,downwind,12.192,10,91
Ontario,Cover 3,downwind,13.716,1,92
Ontario,Cover 3,downwind,13.716,2,91
Ontario,Cover 3,downwind,13.716,3,87
Ontario,Cover 3,downwind,13.716,4,88
Ontario,Cover 3,downwind,13.716,5,90
Ontario,Cover 3,downwind,13.716,6,92
Ontario,Cover 3,downwind,13.716,7,91
Ontario,Cover 3,downwind,13.716,8,92
Ontario,Cover 3,downwind,13.716,9,91
Ontario,Cover 3,downwind,13.716,10,91
Ontario,Uncover 1,downwind,1.524,1,80
Ontario,Uncover 1,downwind,1.524,2,86
Ontario,Uncover 1,downwind,1.524,3,90
Ontario,Uncover 1,downwind,1.524,4,89
Ontario,Uncover 1,downwind,1.524,5,92
Ontario,Uncover 1,downwind,1.524,6,92
Ontario,Uncover 1,downwind,1.524,7,92
Ontario,Uncover 1,downwind,1.524,8,91
Ontario,Uncover 1,downwind,1.524,9,93
Ontario,Uncover 1,downwind,1.524,10,71
Ontario,Uncover 1,downwind,3.048,1,85
Ontario,Uncover 1,downwind,3.048,2,91
Ontario,Uncover 1,downwind,3.048,3,90
Ontario,Uncover 1,downwind,3.048,4,93
Ontario,Uncover 1,downwind,3.048,5,91
Ontario,Uncover 1,downwind,3.048,6,95
Ontario,Uncover 1,downwind,3.048,7,92
Ontario,Uncover 1,downwind,3.048,8,92
Ontario,Uncover 1,downwind,3.048,9,82
Ontario,Uncover 1,downwind,3.048,10,87
Ontario,Uncover 1,downwind,4.572,1,90
Ontario,Uncover 1,downwind,4.572,2,86
Ontario,Uncover 1,downwind,4.572,3,92
Ontario,Uncover 1,downwind,4.572,4,92
Ontario,Uncover 1,downwind,4.572,5,91
Ontario,Uncover 1,downwind,4.572,6,95
Ontario,Uncover 1,downwind,4.572,7,94
Ontario,Uncover 1,downwind,4.572,8,80
Ontario,Uncover 1,downwind,4.572,9,86
Ontario,Uncover 1,downwind,4.572,10,90
Ontario,Uncover 1,downwind,6.096,1,89
Ontario,Uncover 1,downwind,6.096,2,90
Ontario,Uncover 1,downwind,6.096,3,100
Ontario,Uncover 1,downwind,6.096,4,93
Ontario,Uncover 1,downwind,6.096,5,93
Ontario,Uncover 1,downwind,6.096,6,93
Ontario,Uncover 1,downwind,6.096,7,78
Ontario,Uncover 1,downwind,6.096,8,85
Ontario,Uncover 1,downwind,6.096,9,89
Ontario,Uncover 1,downwind,6.096,10,88
Ontario,Uncover 1,downwind,7.62,1,91
Ontario,Uncover 1,downwind,7.62,2,93
Ontario,Uncover 1,downwind,7.62,3,93
Ontario,Uncover 1,downwind,7.62,4,94
Ontario,Uncover 1,downwind,7.62,5,92
Ontario,Uncover 1,downwind,7.62,6,79
Ontario,Uncover 1,downwind,7.62,7,80
Ontario,Uncover 1,downwind,7.62,8,90
Ontario,Uncover 1,downwind,7.62,9,88
Ontario,Uncover 1,downwind,7.62,10,89
Ontario,Uncover 1,downwind,9.144,1,92
Ontario,Uncover 1,downwind,9.144,2,91
Ontario,Uncover 1,downwind,9.144,3,90
Ontario,Uncover 1,downwind,9.144,4,97
Ontario,Uncover 1,downwind,9.144,5,77
Ontario,Uncover 1,downwind,9.144,6,87
Ontario,Uncover 1,downwind,9.144,7,89
Ontario,Uncover 1,downwind,9.144,8,86
Ontario,Uncover 1,downwind,9.144,9,91
Ontario,Uncover 1,downwind,9.144,10,94
Ontario,Uncover 1,downwind,10.668,1,93
Ontario,Uncover 1,downwind,10.668,2,91
Ontario,Uncover 1,downwind,10.668,3,97
Ontario,Uncover 1,downwind,10.668,4,80
Ontario,Uncover 1,downwind,10.668,5,90
Ontario,Uncover 1,downwind,10.668,6,91
Ontario,Uncover 1,downwind,10.668,7,89
Ontario,Uncover 1,downwind,10.668,8,90
Ontario,Uncover 1,downwind,10.668,9,91
Ontario,Uncover 1,downwind,10.668,10,92
Ontario,Uncover 1,downwind,12.192,1,92
Ontario,Uncover 1,downwind,12.192,2,92
Ontario,Uncover 1,downwind,12.192,3,82
Ontario,Uncover 1,downwind,12.192,4,89
Ontario,Uncover 1,downwind,12.192,5,91
Ontario,Uncover 1,downwind,12.192,6,84
Ontario,Uncover 1,downwind,12.192,7,91
Ontario,Uncover 1,downwind,12.192,8,85
Ontario,Uncover 1,downwind,12.192,9,90
Ontario,Uncover 1,downwind,12.192,10,92
Ontario,Uncover 1,downwind,13.716,1,93
Ontario,Uncover 1,downwind,13.716,2,85
Ontario,Uncover 1,downwind,13.716,3,87
Ontario,Uncover 1,downwind,13.716,4,88
Ontario,Uncover 1,downwind,13.716,5,85
Ontario,Uncover 1,downwind,13.716,6,93
Ontario,Uncover 1,downwind,13.716,7,89
Ontario,Uncover 1,downwind,13.716,8,92
Ontario,Uncover 1,downwind,13.716,9,94
Ontario,Uncover 1,downwind,13.716,10,98
Ontario,Uncover 2,downwind,1.524,1,75
Ontario,Uncover 2,downwind,1.524,2,86
Ontario,Uncover 2,downwind,1.524,3,85
Ontario,Uncover 2,downwind,1.524,4,84
Ontario,Uncover 2,downwind,1.524,5,83
Ontario,Uncover 2,downwind,1.524,6,75
Ontario,Uncover 2,downwind,1.524,7,83
Ontario,Uncover 2,downwind,1.524,8,77
Ontario,Uncover 2,downwind,1.524,9,67
Ontario,Uncover 2,downwind,1.524,10,80
Ontario,Uncover 2,downwind,3.048,1,85
Ontario,Uncover 2,downwind,3.048,2,84
Ontario,Uncover 2,downwind,3.048,3,87
Ontario,Uncover 2,downwind,3.048,4,84
Ontario,Uncover 2,downwind,3.048,5,74
Ontario,Uncover 2,downwind,3.048,6,86
Ontario,Uncover 2,downwind,3.048,7,79
Ontario,Uncover 2,downwind,3.048,8,75
Ontario,Uncover 2,downwind,3.048,9,75
Ontario,Uncover 2,downwind,3.048,10,82
Ontario,Uncover 2,downwind,4.572,1,76
Ontario,Uncover 2,downwind,4.572,2,86
Ontario,Uncover 2,downwind,4.572,3,81
Ontario,Uncover 2,downwind,4.572,4,83
Ontario,Uncover 2,downwind,4.572,5,86
Ontario,Uncover 2,downwind,4.572,6,77
Ontario,Uncover 2,downwind,4.572,7,80
Ontario,Uncover 2,downwind,4.572,8,74
Ontario,Uncover 2,downwind,4.572,9,77
Ontario,Uncover 2,downwind,4.572,10,81
Ontario,Uncover 2,downwind,6.096,1,84
Ontario,Uncover 2,downwind,6.096,2,82
Ontario,Uncover 2,downwind,6.096,3,79
Ontario,Uncover 2,downwind,6.096,4,85
Ontario,Uncover 2,downwind,6.096,5,80
Ontario,Uncover 2,downwind,6.096,6,79
Ontario,Uncover 2,downwind,6.096,7,76
Ontario,Uncover 2,downwind,6.096,8,81
Ontario,Uncover 2,downwind,6.096,9,78
Ontario,Uncover 2,downwind,6.096,10,82
Ontario,Uncover 2,downwind,7.62,1,87
Ontario,Uncover 2,downwind,7.62,2,78
Ontario,Uncover 2,downwind,7.62,3,84
Ontario,Uncover 2,downwind,7.62,4,81
Ontario,Uncover 2,downwind,7.62,5,79
Ontario,Uncover 2,downwind,7.62,6,75
Ontario,Uncover 2,downwind,7.62,7,78
Ontario,Uncover 2,downwind,7.62,8,84
Ontario,Uncover 2,downwind,7.62,9,84
Ontario,Uncover 2,downwind,7.62,10,86
Ontario,Uncover 2,downwind,9.144,1,85
Ontario,Uncover 2,downwind,9.144,2,88
Ontario,Uncover 2,downwind,9.144,3,84
Ontario,Uncover 2,downwind,9.144,4,79
Ontario,Uncover 2,downwind,9.144,5,76
Ontario,Uncover 2,downwind,9.144,6,79
Ontario,Uncover 2,downwind,9.144,7,85
Ontario,Uncover 2,downwind,9.144,8,86
Ontario,Uncover 2,downwind,9.144,9,85
Ontario,Uncover 2,downwind,9.144,10,79
Ontario,Uncover 2,downwind,10.668,1,79
Ontario,Uncover 2,downwind,10.668,2,74
Ontario,Uncover 2,downwind,10.668,3,72
Ontario,Uncover 2,downwind,10.668,4,77
Ontario,Uncover 2,downwind,10.668,5,75
Ontario,Uncover 2,downwind,10.668,6,83
Ontario,Uncover 2,downwind,10.668,7,88
Ontario,Uncover 2,downwind,10.668,8,85
Ontario,Uncover 2,downwind,10.668,9,77
Ontario,Uncover 2,downwind,10.668,10,80
Ontario,Uncover 2,downwind,12.192,1,73
Ontario,Uncover 2,downwind,12.192,2,82
Ontario,Uncover 2,downwind,12.192,3,80
Ontario,Uncover 2,downwind,12.192,4,80
Ontario,Uncover 2,downwind,12.192,5,82
Ontario,Uncover 2,downwind,12.192,6,87
Ontario,Uncover 2,downwind,12.192,7,84
Ontario,Uncover 2,downwind,12.192,8,86
Ontario,Uncover 2,downwind,12.192,9,85
Ontario,Uncover 2,downwind,12.192,10,76
Ontario,Uncover 2,downwind,13.716,1,75
Ontario,Uncover 2,downwind,13.716,2,77
Ontario,Uncover 2,downwind,13.716,3,79
Ontario,Uncover 2,downwind,13.716,4,79
Ontario,Uncover 2,downwind,13.716,5,85
Ontario,Uncover 2,downwind,13.716,6,81
Ontario,Uncover 2,downwind,13.716,7,85
Ontario,Uncover 2,downwind,13.716,8,81
Ontario,Uncover 2,downwind,13.716,9,79
Ontario,Uncover 2,downwind,13.716,10,79
Ontario,Uncover 3,downwind,1.524,1,84
Ontario,Uncover 3,downwind,1.524,2,83
Ontario,Uncover 3,downwind,1.524,3,91
Ontario,Uncover 3,downwind,1.524,4,91
Ontario,Uncover 3,downwind,1.524,5,92
Ontario,Uncover 3,downwind,1.524,6,92
Ontario,Uncover 3,downwind,1.524,7,100
Ontario,Uncover 3,downwind,1.524,8,92
Ontario,Uncover 3,downwind,1.524,9,91
Ontario,Uncover 3,downwind,1.524,10,82
Ontario,Uncover 3,downwind,3.048,1,89
Ontario,Uncover 3,downwind,3.048,2,88
Ontario,Uncover 3,downwind,3.048,3,90
Ontario,Uncover 3,downwind,3.048,4,95
Ontario,Uncover 3,downwind,3.048,5,96
Ontario,Uncover 3,downwind,3.048,6,92
Ontario,Uncover 3,downwind,3.048,7,93
Ontario,Uncover 3,downwind,3.048,8,98
Ontario,Uncover 3,downwind,3.048,9,78
Ontario,Uncover 3,downwind,3.048,10,84
Ontario,Uncover 3,downwind,4.572,1,87
Ontario,Uncover 3,downwind,4.572,2,89
Ontario,Uncover 3,downwind,4.572,3,94
Ontario,Uncover 3,downwind,4.572,4,94
Ontario,Uncover 3,downwind,4.572,5,98
Ontario,Uncover 3,downwind,4.572,6,97
Ontario,Uncover 3,downwind,4.572,7,91
Ontario,Uncover 3,downwind,4.572,8,87
Ontario,Uncover 3,downwind,4.572,9,89
Ontario,Uncover 3,downwind,4.572,10,89
Ontario,Uncover 3,downwind,6.096,1,90
Ontario,Uncover 3,downwind,6.096,2,93
Ontario,Uncover 3,downwind,6.096,3,92
Ontario,Uncover 3,downwind,6.096,4,94
Ontario,Uncover 3,downwind,6.096,5,91
Ontario,Uncover 3,downwind,6.096,6,90
Ontario,Uncover 3,downwind,6.096,7,87
Ontario,Uncover 3,downwind,6.096,8,85
Ontario,Uncover 3,downwind,6.096,9,88
Ontario,Uncover 3,downwind,6.096,10,91
Ontario,Uncover 3,downwind,7.62,1,91
Ontario,Uncover 3,downwind,7.62,2,93
Ontario,Uncover 3,downwind,7.62,3,92
Ontario,Uncover 3,downwind,7.62,4,91
Ontario,Uncover 3,downwind,7.62,5,90
Ontario,Uncover 3,downwind,7.62,6,89
Ontario,Uncover 3,downwind,7.62,7,76
Ontario,Uncover 3,downwind,7.62,8,91
Ontario,Uncover 3,downwind,7.62,9,90
Ontario,Uncover 3,downwind,7.62,10,91
Ontario,Uncover 3,downwind,9.144,1,96
Ontario,Uncover 3,downwind,9.144,2,92
Ontario,Uncover 3,downwind,9.144,3,93
Ontario,Uncover 3,downwind,9.144,4,97
Ontario,Uncover 3,downwind,9.144,5,86
Ontario,Uncover 3,downwind,9.144,6,83
Ontario,Uncover 3,downwind,9.144,7,91
Ontario,Uncover 3,downwind,9.144,8,91
Ontario,Uncover 3,downwind,9.144,9,93
Ontario,Uncover 3,downwind,9.144,10,93
Ontario,Uncover 3,downwind,10.668,1,93
Ontario,Uncover 3,downwind,10.668,2,92
Ontario,Uncover 3,downwind,10.668,3,92
Ontario,Uncover 3,downwind,10.668,4,85
Ontario,Uncover 3,downwind,10.668,5,82
Ontario,Uncover 3,downwind,10.668,6,91
Ontario,Uncover 3,downwind,10.668,7,89
Ontario,Uncover 3,downwind,10.668,8,91
Ontario,Uncover 3,downwind,10.668,9,97
Ontario,Uncover 3,downwind,10.668,10,95
Ontario,Uncover 3,downwind,12.192,1,93
Ontario,Uncover 3,downwind,12.192,2,92
Ontario,Uncover 3,downwind,12.192,3,81
Ontario,Uncover 3,downwind,12.192,4,84
Ontario,Uncover 3,downwind,12.192,5,89
Ontario,Uncover 3,downwind,12.192,6,90
Ontario,Uncover 3,downwind,12.192,7,94
Ontario,Uncover 3,downwind,12.192,8,92
Ontario,Uncover 3,downwind,12.192,9,93
Ontario,Uncover 3,downwind,12.192,10,93
Ontario,Uncover 3,downwind,13.716,1,91
Ontario,Uncover 3,downwind,13.716,2,82
Ontario,Uncover 3,downwind,13.716,3,85
Ontario,Uncover 3,downwind,13.716,4,87
Ontario,Uncover 3,downwind,13.716,5,91
Ontario,Uncover 3,downwind,13.716,6,91
Ontario,Uncover 3,downwind,13.716,7,95
Ontario,Uncover 3,downwind,13.716,8,93
Ontario,Uncover 3,downwind,13.716,9,98
Ontario,Uncover 3,downwind,13.716,10,91
Ontario,Cover,upwind,1.524,1,72
Ontario,Cover,upwind,1.524,2,74
Ontario,Cover,upwind,1.524,3,75
