state,location,wind,distance,rep,height
Arkansas,West transect 1,upwind,15.2,3,90
Arkansas,West transect 1,upwind,15.2,4,87
Arkansas,West transect 1,upwind,15.2,5,73
Arkansas,West transect 1,upwind,15.2,6,78
Arkansas,West transect 1,upwind,15.2,7,87
Arkansas,West transect 1,upwind,15.2,8,90
Arkansas,West transect 1,upwind,15.2,9,84
Arkansas,West transect 1,upwind,15.2,10,87
Arkansas,West transect 1,upwind,30.5,1,88
Arkansas,West transect 1,upwind,30.5,2,77
Arkansas,West transect 1,upwind,30.5,3,83
Arkansas,West transect 1,upwind,30.5,4,77
Arkansas,West transect 1,upwind,30.5,5,67
Arkansas,West transect 1,upwind,30.5,6,71
Arkansas,West transect 1,upwind,30.5,7,81
Arkansas,West transect 1,upwind,30.5,8,79
Arkansas,West transect 1,upwind,30.5,9,86
Arkansas,West transect 1,upwind,30.5,10,87
Arkansas,West transect 1,upwind,45.7,1,81
Arkansas,West transect 1,upwind,45.7,2,93
Arkansas,West transect 1,upwind,45.7,3,86
Arkansas,West transect 1,upwind,45.7,4,85
Arkansas,West transect 1,upwind,45.7,5,76
Arkansas,West transect 1,upwind,45.7,6,79
Arkansas,West transect 1,upwind,45.7,7,81
Arkansas,West transect 1,upwind,45.7,8,86
Arkansas,West transect 1,upwind,45.7,9,87
Arkansas,West transect 1,upwind,45.7,10,88
Arkansas,West transect 1,upwind,61,1,91
Arkansas,West transect 1,upwind,61,2,92
Arkansas,West transect 1,upwind,61,3,88
Arkansas,West transect 1,upwind,61,4,84
Arkansas,West transect 1,upwind,61,5,82
Arkansas,West transect 1,upwind,61,6,80
Arkansas,West transect 1,upwind,61,7,87
Arkansas,West transect 1,upwind,61,8,90
Arkansas,West transect 1,upwind,61,9,94
Arkansas,West transect 1,upwind,61,10,85
Arkansas,West transect 2,upwind,15.2,1,88
Arkansas,West transect 2,upwind,15.2,2,90
Arkansas,West transect 2,upwind,15.2,3,86
Arkansas,West transect 2,upwind,15.2,4,85
Arkansas,West transect 2,upwind,15.2,5,84
Arkansas,West transect 2,upwind,15.2,6,90
Arkansas,West transect 2,upwind,15.2,7,89
Arkansas,West transect 2,upwind,15.2,8,89
Arkansas,West transect 2,upwind,15.2,9,91
Arkansas,West transect 2,upwind,15.2,10,89
Arkansas,West transect 2,upwind,30.5,1,92
Arkansas,West transect 2,upwind,30.5,2,95
Arkansas,West transect 2,upwind,30.5,3,91
Arkansas,West transect 2,upwind,30.5,4,96
Arkansas,West transect 2,upwind,30.5,5,88
Arkansas,West transect 2,upwind,30.5,6,90
Arkansas,West transect 2,upwind,30.5,7,96
Arkansas,West transect 2,upwind,30.5,8,93
Arkansas,West transect 2,upwind,30.5,9,90
Arkansas,West transect 2,upwind,30.5,10,93
Arkansas,West transect 2,upwind,45.7,1,66
Arkansas,West transect 2,upwind,45.7,2,77
Arkansas,West transect 2,upwind,45.7,3,76
Arkansas,West transect 2,upwind,45.7,4,76
Arkansas,West transect 2,upwind,45.7,5,82
Arkansas,West transect 2,upwind,45.7,6,82
Arkansas,West transect 2,upwind,45.7,7,86
Arkansas,West transect 2,upwind,45.7,8,85
Arkansas,West transect 2,upwind,45.7,9,78
Arkansas,West transect 2,upwind,45.7,10,89
Arkansas,West transect 2,upwind,61,1,80
Arkansas,West transect 2,upwind,61,2,85
Arkansas,West transect 2,upwind,61,3,89
Arkansas,West transect 2,upwind,61,4,99
Arkansas,West transect 2,upwind,61,5,86
Arkansas,West transect 2,upwind,61,6,98
Arkansas,West transect 2,upwind,61,7,97
Arkansas,West transect 2,upwind,61,8,91
Arkansas,West transect 2,upwind,61,9,83
Arkansas,West transect 2,upwind,61,10,92
Arkansas,West transect 3,upwind,15.2,1,69
Arkansas,West transect 3,upwind,15.2,2,88
Arkansas,West transect 3,upwind,15.2,3,78
Arkansas,West transect 3,upwind,15.2,4,82
Arkansas,West transect 3,upwind,15.2,5,82
Arkansas,West transect 3,upwind,15.2,6,83
Arkansas,West transect 3,upwind,15.2,7,75
Arkansas,West transect 3,upwind,15.2,8,73
Arkansas,West transect 3,upwind,15.2,9,74
Arkansas,West transect 3,upwind,15.2,10,79
Arkansas,West transect 3,upwind,30.5,1,83
Arkansas,West transect 3,upwind,30.5,2,91
Arkansas,West transect 3,upwind,30.5,3,83
Arkansas,West transect 3,upwind,30.5,4,91
Arkansas,West transect 3,upwind,30.5,5,89
Arkansas,West transect 3,upwind,30.5,6,76
Arkansas,West transect 3,upwind,30.5,7,77
Arkansas,West transect 3,upwind,30.5,8,74
Arkansas,West transect 3,upwind,30.5,9,87
Arkansas,West transect 3,upwind,30.5,10,91
Arkansas,West transect 3,upwind,45.7,1,73
Arkansas,West transect 3,upwind,45.7,2,79
Arkansas,West transect 3,upwind,45.7,3,83
Arkansas,West transect 3,upwind,45.7,4,83
Arkansas,West transect 3,upwind,45.7,5,70
Arkansas,West transect 3,upwind,45.7,6,77
Arkansas,West transect 3,upwind,45.7,7,74
Arkansas,West transect 3,upwind,45.7,8,69
Arkansas,West transect 3,upwind,45.7,9,78
Arkansas,West transect 3,upwind,45.7,10,81
Arkansas,West transect 3,upwind,61,1,70
Arkansas,West transect 3,upwind,61,2,70
Arkansas,West transect 3,upwind,61,3,76
Arkansas,West transect 3,upwind,61,4,74
Arkansas,West transect 3,upwind,61,5,73
Arkansas,West transect 3,upwind,61,6,80
Arkansas,West transect 3,upwind,61,7,80
Arkansas,West transect 3,upwind,61,8,83
Arkansas,West transect 3,upwind,61,9,84
Arkansas,West transect 3,upwind,61,10,81
Arkansas,West transect 3,upwind,76.2,1,77
Arkansas,West transect 3,upwind,76.2,2,76
Arkansas,West transect 3,upwind,76.2,3,85
Arkansas,West transect 3,upwind,76.2,4,65
Arkansas,West transect 3,upwind,76.2,5,73
Arkansas,West transect 3,upwind,76.2,6,87
Arkansas,West transect 3,upwind,76.2,7,74
Arkansas,West transect 3,upwind,76.2,8,80
Arkansas,West transect 3,upwind,76.2,9,74
Arkansas,West transect 3,upwind,76.2,10,77
Arkansas,East transect 1,downwind,15.2,1,84
Arkansas,East transect 1,downwind,15.2,2,80
Arkansas,East transect 1,downwind,15.2,3,83
Arkansas,East transect 1,downwind,15.2,4,82
Arkansas,East transect 1,downwind,15.2,5,89
Arkansas,East transect 1,downwind,15.2,6,96
Arkansas,East transect 1,downwind,15.2,7,86
Arkansas,East transect 1,downwind,15.2,8,95
Arkansas,East transect 1,downwind,15.2,9,91
Arkansas,East transect 1,downwind,15.2,10,92
Arkansas,East transect 1,downwind,30.5,1,84
Arkansas,East transect 1,downwind,30.5,2,79
Arkansas,East transect 1,downwind,30.5,3,81
Arkansas,East transect 1,downwind,30.5,4,78
Arkansas,East transect 1,downwind,30.5,5,89
Arkansas,East transect 1,downwind,30.5,6,77
Arkansas,East transect 1,downwind,30.5,7,78
Arkansas,East transect 1,downwind,30.5,8,82
Arkansas,East transect 1,downwind,30.5,9,76
Arkansas,East transect 1,downwind,30.5,10,79
Arkansas,East transect 1,downwind,45.7,1,81
Arkansas,East transect 1,downwind,45.7,2,79
Arkansas,East transect 1,downwind,45.7,3,87
Arkansas,East transect 1,downwind,45.7,4,78
Arkansas,East transect 1,downwind,45.7,5,93
Arkansas,East transect 1,downwind,45.7,6,91
Arkansas,East transect 1,downwind,45.7,7,90
Arkansas,East transect 1,downwind,45.7,8,95
Arkansas,East transect 1,downwind,45.7,9,79
Arkansas,East transect 1,downwind,45.7,10,79
Arkansas,East transect 1,downwind,61,1,91
Arkansas,East transect 1,downwind,61,2,77
Arkansas,East transect 1,downwind,61,3,89
Arkansas,East transect 1,downwind,61,4,77
Arkansas,East transect 1,downwind,61,5,78
Arkansas,East transect 1,downwind,61,6,82
Arkansas,East transect 1,downwind,61,7,91
Arkansas,East transect 1,downwind,61,8,85
Arkansas,East transect 1,downwind,61,9,77
Arkansas,East transect 1,downwind,61,10,81
Arkansas,East transect 1,downwind,76.2,1,91
Arkansas,East transect 1,downwind,76.2,2,90
Arkansas,East transect 1,downwind,76.2,3,90
Arkansas,East transect 1,downwind,76.2,4,67
Arkansas,East transect 1,downwind,76.2,5,76
Arkansas,East transect 1,downwind,76.2,6,75
Arkansas,East transect 1,downwind,76.2,7,90
Arkansas,East transect 1,downwind,76.2,8,82
Arkansas,East transect 1,downwind,76.2,9,68
Arkansas,East transect 1,downwind,76.2,10,81
Arkansas,East transect 1,downwind,91.4,1,90
Arkansas,East transect 1,downwind,91.4,2,89
Arkansas,East transect 1,downwind,91.4,3,91
Arkansas,East transect 1,downwind,91.4,4,72
Arkansas,East transect 1,downwind,91.4,5,88
Arkansas,East transect 1,downwind,91.4,6,89
Arkansas,East transect 1,downwind,91.4,7,77
Arkansas,East transect 1,downwind,91.4,8,70
Arkansas,East transect 1,downwind,91.4,9,83
Arkansas,East transect 1,downwind,91.4,10,84
Arkansas,East transect 1,downwind,106.7,1,90
Arkansas,East transect 1,downwind,106.7,2,93
Arkansas,East transect 1,downwind,106.7,3,80
Arkansas,East transect 1,downwind,106.7,4,80
Arkansas,East transect 1,downwind,106.7,5,94
Arkansas,East transect 1,downwind,106.7,6,100
Arkansas,East transect 1,downwind,106.7,7,90
Arkansas,East transect 1,downwind,106.7,8,88
Arkansas,East transect 1,downwind,106.7,9,84
Arkansas,East transect 1,downwind,106.7,10,90
Arkansas,East transect 1,downwind,121.9,1,87
Arkansas,East transect 1,downwind,121.9,2,87
Arkansas,East transect 1,downwind,121.9,3,91
Arkansas,East transect 1,downwind,121.9,4,75
Arkansas,East transect 1,downwind,121.9,5,85
Arkansas,East transect 1,downwind,121.9,6,86
Arkansas,East transect 1,downwind,121.9,7,90
Arkansas,East transect 1,downwind,121.9,8,91
Arkansas,East transect 1,downwind,121.9,9,100
Arkansas,East transect 1,downwind,121.9,10,98
Arkansas,East transect 1,downwind,137.2,1,80
Arkansas,East transect 1,downwind,137.2,2,79
Arkansas,East transect 1,downwind,137.2,3,76
Arkansas,East transect 1,downwind,137.2,4,85
Arkansas,East transect 1,downwind,137.2,5,91
Arkansas,East transect 1,downwind,137.2,6,90
Arkansas,East transect 1,downwind,137.2,7,92
Arkansas,East transect 1,downwind,137.2,8,90
Arkansas,East transect 1,downwind,137.2,9,91
Arkansas,East transect 1,downwind,137.2,10,81
Arkansas,East transect 1,downwind,152.4,1,76
Arkansas,East transect 1,downwind,152.4,2,77
Arkansas,East transect 1,downwind,152.4,3,89
Arkansas,East transect 1,downwind,152.4,4,87
Arkansas,East transect 1,downwind,152.4,5,91
Arkansas,East transect 1,downwind,152.4,6,79
Arkansas,East transect 1,downwind,152.4,7,75
Arkansas,East transect 1,downwind,152.4,8,90
Arkansas,East transect 1,downwind,152.4,9,90
Arkansas,East transect 1,downwind,152.4,10,93
Arkansas,East transect 1,downwind,167.6,1,87
Arkansas,East transect 1,downwind,167.6,2,86
Arkansas,East transect 1,downwind,167.6,3,87
Arkansas,East transect 1,downwind,167.6,4,82
Arkansas,East transect 1,downwind,167.6,5,89
Arkansas,East transect 1,downwind,167.6,6,79
Arkansas,East transect 1,downwind,167.6,7,83
Arkansas,East transect 1,downwind,167.6,8,92
Arkansas,East transect 1,downwind,167.6,9,93
Arkansas,East transect 1,downwind,167.6,10,82
Arkansas,East transect 1,downwind,182.9,1,91
Arkansas,East transect 1,downwind,182.9,2,93
Arkansas,East transect 1,downwind,182.9,3,99
Arkansas,East transect 1,downwind,182.9,4,84
Arkansas,East transect 1,downwind,182.9,5,90
Arkansas,East transect 1,downwind,182.9,6,88
Arkansas,East transect 1,downwind,182.9,7,89
Arkansas,East transect 1,downwind,182.9,8,90
Arkansas,East transect 1,downwind,182.9,9,86
Arkansas,East transect 1,downwind,182.9,10,90
Arkansas,East transect 1,downwind,198.1,1,86
Arkansas,East transect 1,downwind,198.1,2,87
Arkansas,East transect 1,downwind,198.1,3,77
Arkansas,East transect 1,downwind,198.1,4,89
Arkansas,East transect 1,downwind,198.1,5,92
Arkansas,East transect 1,downwind,198.1,6,91
Arkansas,East transect 1,downwind,198.1,7,71
Arkansas,East transect 1,downwind,198.1,8,79
Arkansas,East transect 1,downwind,198.1,9,93
Arkansas,East transect 1,downwind,198.1,10,94
Arkansas,East transect 1,downwind,213.4,1,88
Arkansas,East transect 1,downwind,213.4,2,85
Arkansas,East transect 1,downwind,213.4,3,86
Arkansas,East transect 1,downwind,213.4,4,83
Arkansas,East transect 1,downwind,213.4,5,88
Arkansas,East transect 1,downwind,213.4,6,87
Arkansas,East transect 1,downwind,213.4,7,86
Arkansas,East transect 1,downwind,213.4,8,91
Arkansas,East transect 1,downwind,213.4,9,84
Arkansas,East transect 1,downwind,213.4,10,81
Arkansas,East transect 1,downwind,228.6,1,78
Arkansas,East transect 1,downwind,228.6,2,87
Arkansas,East transect 1,downwind,228.6,3,79
Arkansas,East transect 1,downwind,228.6,4,90
Arkansas,East transect 1,downwind,228.6,5,81
Arkansas,East transect 1,downwind,228.6,6,67
Arkansas,East transect 1,downwind,228.6,7,74
Arkansas,East transect 1,downwind,228.6,8,78
Arkansas,East transect 1,downwind,228.6,9,79
Arkansas,East transect 1,downwind,228.6,10,78
Arkansas,East transect 1,downwind,243.8,1,82
Arkansas,East transect 1,downwind,243.8,2,75
Arkansas,East transect 1,downwind,243.8,3,86
Arkansas,East transect 1,downwind,243.8,4,86
Arkansas,East transect 1,downwind,243.8,5,81
Arkansas,East transect 1,downwind,243.8,6,78
Arkansas,East transect 1,downwind,243.8,7,84
Arkansas,East transect 1,downwind,243.8,8,83
Arkansas,East transect 1,downwind,243.8,9,82
Arkansas,East transect 1,downwind,243.8,10,60
Arkansas,East transect 1,downwind,259.1,1,83
Arkansas,East transect 1,downwind,259.1,2,78
Arkansas,East transect 1,downwind,259.1,3,73
Arkansas,East transect 1,downwind,259.1,4,82
Arkansas,East transect 1,downwind,259.1,5,86
Arkansas,East transect 1,downwind,259.1,6,85
Arkansas,East transect 1,downwind,259.1,7,84
Arkansas,East transect 1,downwind,259.1,8,83
Arkansas,East transect 1,downwind,259.1,9,89
Arkansas,East transect 1,downwind,259.1,10,90
Arkansas,East transect 2,downwind,15.2,1,87
Arkansas,East transect 2,downwind,15.2,2,90
Arkansas,East transect 2,downwind,15.2,3,92
Arkansas,East transect 2,downwind,15.2,4,84
Arkansas,East transect 2,downwind,15.2,5,84
Arkansas,East transect 2,downwind,15.2,6,87
Arkansas,East transect 2,downwind,15.2,7,87
Arkansas,East transect 2,downwind,15.2,8,86
Arkansas,East transect 2,downwind,15.2,9,89
Arkansas,East transect 2,downwind,15.2,10,79
Arkansas,East transect 2,downwind,30.5,1,82
Arkansas,East transect 2,downwind,30.5,2,80
Arkansas,East transect 2,downwind,30.5,3,82
Arkansas,East transect 2,downwind,30.5,4,84
Arkansas,East transect 2,downwind,30.5,5,85
Arkansas,East transect 2,downwind,30.5,6,82
Arkansas,East transect 2,downwind,30.5,7,90
Arkansas,East transect 2,downwind,30.5,8,88
Arkansas,East transect 2,downwind,30.5,9,87
Arkansas,East transect 2,downwind,30.5,10,87
Arkansas,East transect 2,downwind,45.7,1,82
Arkansas,East transect 2,downwind,45.7,2,86
Arkansas,East transect 2,downwind,45.7,3,94
Arkansas,East transect 2,downwind,45.7,4,93
Arkansas,East transect 2,downwind,45.7,5,73
Arkansas,East transect 2,downwind,45.7,6,74
Arkansas,East transect 2,downwind,45.7,7,86
Arkansas,East transect 2,downwind,45.7,8,72
Arkansas,East transect 2,downwind,45.7,9,81
Arkansas,East transect 2,downwind,45.7,10,75
Arkansas,East transect 2,downwind,61,1,84
Arkansas,East transect 2,downwind,61,2,86
Arkansas,East transect 2,downwind,61,3,95
Arkansas,East transect 2,downwind,61,4,76
Arkansas,East transect 2,downwind,61,5,94
Arkansas,East transect 2,downwind,61,6,76
Arkansas,East transect 2,downwind,61,7,82
Arkansas,East transect 2,downwind,61,8,86
Arkansas,East transect 2,downwind,61,9,85
Arkansas,East transect 2,downwind,61,10,81
Arkansas,East transect 2,downwind,76.2,1,75
Arkansas,East transect 2,downwind,76.2,2,89
Arkansas,East transect 2,downwind,76.2,3,80
Arkansas,East transect 2,downwind,76.2,4,88
Arkansas,East transect 2,downwind,76.2,5,79
Arkansas,East transect 2,downwind,76.2,6,83
Arkansas,East transect 2,downwind,76.2,7,89
Arkansas,East transect 2,downwind,76.2,8,92
Arkansas,East transect 2,downwind,76.2,9,95
Arkansas,East transect 2,downwind,76.2,10,80
Arkansas,East transect 2,downwind,91.4,1,77
Arkansas,East transect 2,downwind,91.4,2,87
Arkansas,East transect 2,downwind,91.4,3,91
Arkansas,East transect 2,downwind,91.4,4,90
Arkansas,East transect 2,downwind,91.4,5,75
Arkansas,East transect 2,downwind,91.4,6,81
Arkansas,East transect 2,downwind,91.4,7,82
Arkansas,East transect 2,downwind,91.4,8,90
Arkansas,East transect 2,downwind,91.4,9,84
Arkansas,East transect 2,downwind,91.4,10,82
Arkansas,East transect 2,downwind,106.7,1,84
Arkansas,East transect 2,downwind,106.7,2,87
Arkansas,East transect 2,downwind,106.7,3,78
Arkansas,East transect 2,downwind,106.7,4,88
Arkansas,East transect 2,downwind,106.7,5,97
Arkansas,East transect 2,downwind,106.7,6,85
Arkansas,East transect 2,downwind,106.7,7,76
Arkansas,East transect 2,downwind,106.7,8,70
Arkansas,East transect 2,downwind,106.7,9,81
Arkansas,East transect 2,downwind,106.7,10,82
Arkansas,East transect 2,downwind,121.9,1,86
Arkansas,East transect 2,downwind,121.9,2,92
Arkansas,East transect 2,downwind,121.9,3,88
Arkansas,East transect 2,downwind,121.9,4,80
Arkansas,East transect 2,downwind,121.9,5,81
Arkansas,East transect 2,downwind,121.9,6,77
Arkansas,East transect 2,downwind,121.9,7,75
Arkansas,East transect 2,downwind,121.9,8,75
Arkansas,East transect 2,downwind,121.9,9,90
Arkansas,East transect 2,downwind,121.9,10,72
Arkansas,East transect 2,downwind,137.2,1,68
Arkansas,East transect 2,downwind,137.2,2,76
Arkansas,East transect 2,downwind,137.2,3,77
Arkansas,East transect 2,downwind,137.2,4,84
Arkansas,East transect 2,downwind,137.2,5,86
Arkansas,East transect 2,downwind,137.2,6,65
Arkansas,East transect 2,downwind,137.2,7,69
Arkansas,East transect 2,downwind,137.2,8,75
Arkansas,East transect 2,downwind,137.2,9,63
Arkansas,East transect 2,downwind,137.2,10,79
Arkansas,East transect 2,downwind,152.4,1,78
Arkansas,East transect 2,downwind,152.4,2,75
Arkansas,East transect 2,downwind,152.4,3,88
Arkansas,East transect 2,downwind,152.4,4,84
Arkansas,East transect 2,downwind,152.4,5,77
Arkansas,East transect 2,downwind,152.4,6,90
Arkansas,East transect 2,downwind,152.4,7,82
Arkansas,East transect 2,downwind,152.4,8,84
Arkansas,East transect 2,downwind,152.4,9,87
Arkansas,East transect 2,downwind,152.4,10,87
Arkansas,East transect 2,downwind,167.6,1,71
Arkansas,East transect 2,downwind,167.6,2,88
Arkansas,East transect 2,downwind,167.6,3,87
Arkansas,East transect 2,downwind,167.6,4,88
Arkansas,East transect 2,downwind,167.6,5,84
Arkansas,East transect 2,downwind,167.6,6,78
Arkansas,East transect 2,downwind,167.6,7,75
Arkansas,East transect 2,downwind,167.6,8,85
Arkansas,East transect 2,downwind,167.6,9,80
Arkansas,East transect 2,downwind,167.6,10,82
Arkansas,East transect 2,downwind,182.9,1,78
Arkansas,East transect 2,downwind,182.9,2,79
Arkansas,East transect 2,downwind,182.9,3,83
Arkansas,East transect 2,downwind,182.9,4,88
Arkansas,East transect 2,downwind,182.9,5,86
Arkansas,East transect 2,downwind,182.9,6,72
Arkansas,East transect 2,downwind,182.9,7,78
Arkansas,East transect 2,downwind,182.9,8,69
Arkansas,East transect 2,downwind,182.9,9,88
Arkansas,East transect 2,downwind,182.9,10,89
Arkansas,East transect 2,downwind,198.1,1,92
Arkansas,East transect 2,downwind,198.1,2,91
Arkansas,East transect 2,downwind,198.1,3,89
Arkansas,East transect 2,downwind,198.1,4,86
Arkansas,East transect 2,downwind,198.1,5,79
Arkansas,East transect 2,downwind,198.1,6,82
Arkansas,East transect 2,downwind,198.1,7,83
Arkansas,East transect 2,downwind,198.1,8,94
Arkansas,East transect 2,downwind,198.1,9,97
Arkansas,East transect 2,downwind,198.1,10,87
Arkansas,East transect 2,downwind,213.4,1,75
Arkansas,East transect 2,downwind,213.4,2,79
Arkansas,East transect 2,downwind,213.4,3,86
Arkansas,East transect 2,downwind,213.4,4,78
Arkansas,East transect 2,downwind,213.4,5,85
Arkansas,East transect 2,downwind,213.4,6,81
Arkansas,East transect 2,downwind,213.4,7,84
Arkansas,East transect 2,downwind,213.4,8,90
Arkansas,East transect 2,downwind,213.4,9,88
Arkansas,East transect 2,downwind,213.4,10,84
Arkansas,East transect 2,downwind,228.6,1,84
Arkansas,East transect 2,downwind,228.6,2,88
Arkansas,East transect 2,downwind,228.6,3,87
Arkansas,East transect 2,downwind,228.6,4,84
Arkansas,East transect 2,downwind,228.6,5,83
Arkansas,East transect 2,downwind,228.6,6,85
Arkansas,East transect 2,downwind,228.6,7,78
Arkansas,East transect 2,downwind,228.6,8,89
Arkansas,East transect 2,downwind,228.6,9,81
Arkansas,East transect 2,downwind,228.6,10,78
Arkansas,East transect 2,downwind,243.8,1,86
Arkansas,East transect 2,downwind,243.8,2,84
Arkansas,East transect 2,downwind,243.8,3,86
Arkansas,East transect 2,downwind,243.8,4,86
Arkansas,East transect 2,downwind,243.8,5,81
Arkansas,East transect 2,downwind,243.8,6,84
Arkansas,East transect 2,downwind,243.8,7,75
Arkansas,East transect 2,downwind,243.8,8,86
Arkansas,East transect 2,downwind,243.8,9,82
Arkansas,East transect 2,downwind,243.8,10,88
Arkansas,East transect 2,downwind,259.1,1,81
Arkansas,East transect 2,downwind,259.1,2,76
Arkansas,East transect 2,downwind,259.1,3,75
Arkansas,East transect 2,downwind,259.1,4,79
Arkansas,East transect 2,downwind,259.1,5,86
Arkansas,East transect 2,downwind,259.1,6,87
Arkansas,East transect 2,downwind,259.1,7,87
Arkansas,East transect 2,downwind,259.1,8,82
Arkansas,East transect 2,downwind,259.1,9,81
Arkansas,East transect 2,downwind,259.1,10,80
Arkansas,East transect 3,downwind,15.2,1,90
Arkansas,East transect 3,downwind,15.2,2,90
Arkansas,East transect 3,downwind,15.2,3,84
Arkansas,East transect 3,downwind,15.2,4,93
Arkansas,East transect 3,downwind,15.2,5,76
Arkansas,East transect 3,downwind,15.2,6,89
Arkansas,East transect 3,downwind,15.2,7,71
Arkansas,East transect 3,downwind,15.2,8,72
Arkansas,East transect 3,downwind,15.2,9,81
Arkansas,East transect 3,downwind,15.2,10,90
Arkansas,East transect 3,downwind,30.5,1,81
Arkansas,East transect 3,downwind,30.5,2,87
Arkansas,East transect 3,downwind,30.5,3,84
Arkansas,East transect 3,downwind,30.5,4,76
Arkansas,East transect 3,downwind,30.5,5,75
Arkansas,East transect 3,downwind,30.5,6,83
Arkansas,East transect 3,downwind,30.5,7,73
Arkansas,East transect 3,downwind,30.5,8,79
Arkansas,East transect 3,downwind,30.5,9,80
Arkansas,East transect 3,downwind,30.5,10,84
Arkansas,East transect 3,downwind,45.7,1,87
Arkansas,East transect 3,downwind,45.7,2,88
Arkansas,East transect 3,downwind,45.7,3,87
Arkansas,East transect 3,downwind,45.7,4,84
Arkansas,East transect 3,downwind,45.7,5,83
Arkansas,East transect 3,downwind,45.7,6,86
Arkansas,East transect 3,downwind,45.7,7,82
Arkansas,East transect 3,downwind,45.7,8,86
Arkansas,East transect 3,downwind,45.7,9,90
Arkansas,East transect 3,downwind,45.7,10,89
Arkansas,East transect 3,downwind,61,1,80
Arkansas,East transect 3,downwind,61,2,85
Arkansas,East transect 3,downwind,61,3,86
Arkansas,East transect 3,downwind,61,4,91
Arkansas,East transect 3,downwind,61,5,82
Arkansas,East transect 3,downwind,61,6,78
Arkansas,East transect 3,downwind,61,7,74
Arkansas,East transect 3,downwind,61,8,86
Arkansas,East transect 3,downwind,61,9,90
Arkansas,East transect 3,downwind,61,10,88
Arkansas,East transect 3,downwind,76.2,1,80
Arkansas,East transect 3,downwind,76.2,2,72
Arkansas,East transect 3,downwind,76.2,3,81
Arkansas,East transect 3,downwind,76.2,4,77
Arkansas,East transect 3,downwind,76.2,5,87
Arkansas,East transect 3,downwind,76.2,6,86
Arkansas,East transect 3,downwind,76.2,7,86
Arkansas,East transect 3,downwind,76.2,8,83
Arkansas,East transect 3,downwind,76.2,9,72
Arkansas,East transect 3,downwind,76.2,10,88
Arkansas,East transect 3,downwind,91.4,1,84
Arkansas,East transect 3,downwind,91.4,2,86
Arkansas,East transect 3,downwind,91.4,3,78
Arkansas,East transect 3,downwind,91.4,4,83
Arkansas,East transect 3,downwind,91.4,5,90
Arkansas,East transect 3,downwind,91.4,6,88
Arkansas,East transect 3,downwind,91.4,7,82
Arkansas,East transect 3,downwind,91.4,8,81
Arkansas,East transect 3,downwind,91.4,9,84
Arkansas,East transect 3,downwind,91.4,10,87
Arkansas,East transect 3,downwind,106.7,1,69
Arkansas,East transect 3,downwind,106.7,2,68
Arkansas,East transect 3,downwind,106.7,3,78
Arkansas,East transect 3,downwind,106.7,4,83
Arkansas,East transect 3,downwind,106.7,5,74
Arkansas,East transect 3,downwind,106.7,6,87
Arkansas,East transect 3,downwind,106.7,7,84
Arkansas,East transect 3,downwind,106.7,8,73
Arkansas,East transect 3,downwind,106.7,9,78
Arkansas,East transect 3,downwind,106.7,10,79
Arkansas,East transect 3,downwind,121.9,1,84
Arkansas,East transect 3,downwind,121.9,2,86
Arkansas,East transect 3,downwind,121.9,3,79
Arkansas,East transect 3,downwind,121.9,4,84
Arkansas,East transect 3,downwind,121.9,5,85
Arkansas,East transect 3,downwind,121.9,6,80
Arkansas,East transect 3,downwind,121.9,7,76
Arkansas,East transect 3,downwind,121.9,8,77
Arkansas,East transect 3,downwind,121.9,9,85
Arkansas,East transect 3,downwind,121.9,10,73
Arkansas,East transect 3,downwind,137.2,1,91
Arkansas,East transect 3,downwind,137.2,2,92
Arkansas,East transect 3,downwind,137.2,3,88
Arkansas,East transect 3,downwind,137.2,4,90
Arkansas,East transect 3,downwind,137.2,5,80
Arkansas,East transect 3,downwind,137.2,6,81
Arkansas,East transect 3,downwind,137.2,7,83
Arkansas,East transect 3,downwind,137.2,8,82
Arkansas,East transect 3,downwind,137.2,9,79
Arkansas,East transect 3,downwind,137.2,10,74
Arkansas,East transect 3,downwind,152.4,1,81
Arkansas,East transect 3,downwind,152.4,2,79
Arkansas,East transect 3,downwind,152.4,3,79
Arkansas,East transect 3,downwind,152.4,4,64
Arkansas,East transect 3,downwind,152.4,5,83
Arkansas,East transect 3,downwind,152.4,6,78
Arkansas,East transect 3,downwind,152.4,7,73
Arkansas,East transect 3,downwind,152.4,8,88
Arkansas,East transect 3,downwind,152.4,9,81
Arkansas,East transect 3,downwind,152.4,10,74
Arkansas,East transect 3,downwind,167.6,1,90
Arkansas,East transect 3,downwind,167.6,2,92
Arkansas,East transect 3,downwind,167.6,3,87
Arkansas,East transect 3,downwind,167.6,4,72
Arkansas,East transect 3,downwind,167.6,5,72
Arkansas,East transect 3,downwind,167.6,6,75
Arkansas,East transect 3,downwind,167.6,7,80
Arkansas,East transect 3,downwind,167.6,8,88
Arkansas,East transect 3,downwind,167.6,9,89
Arkansas,East transect 3,downwind,167.6,10,79
Arkansas,East transect 3,downwind,182.9,1,62
Arkansas,East transect 3,downwind,182.9,2,83
Arkansas,East transect 3,downwind,182.9,3,78
Arkansas,East transect 3,downwind,182.9,4,93
Arkansas,East transect 3,downwind,182.9,5,83
Arkansas,East transect 3,downwind,182.9,6,83
Arkansas,East transect 3,downwind,182.9,7,77
Arkansas,East transect 3,downwind,182.9,8,82
Arkansas,East transect 3,downwind,182.9,9,80
