Distance,p,pmin,pmax
4.999999999999999,14.333195860959663,11.626059285696602,17.040332436222723
5.077612562521375,14.264070875552209,11.602365405745493,16.925776345358923
5.1564298670149755,14.192030424444736,11.570936376361061,16.81312447252841
5.236470614103133,14.116969131988865,11.531235966584752,16.702702297392978
5.317753794688818,14.03877951632885,11.482761992630861,16.59479704002684
5.40029869446153,13.957352129306884,11.42506188318741,16.489642375426357
5.484124898473129,13.872575720742548,11.35774838153333,16.387403059951765
5.5692522957846835,13.784337429232545,11.280514309547847,16.288160548917244
5.6557010841854645,13.692523001722906,11.19314524281221,16.1919007606336
5.743491774985174,13.597017044206344,11.095529029499835,16.098505058912853
5.8326451978805824,13.497703305990816,10.987661338505012,16.007745273476623
5.923182505897683,13.394465000068353,10.869646813230595,15.91928318690611
6.015125180410584,13.287185162183253,10.741695868459802,15.832674455906703
6.108495036238286,13.175747051252166,10.60411761118005,15.747376491324284
6.203314226820596,13.060034593821454,10.4573097104752,15.662759477167707
6.299605249474365,12.9399328752552,10.301746233740133,15.578119516770268
6.397390950731327,12.815328680325258,10.137964493615463,15.492692867035053
6.496694531758789,12.686111085817343,9.966551836337375,15.40567033529731
6.597539553864471,12.552172107668119,9.788133095157301,15.316211120178936
6.6999499440867805,12.413407405001132,9.603359185849804,15.22345562415246
6.803950000871883,12.269717043226432,9.412897081060558,15.126537005392306
6.909564399838881,12.121006318102605,9.217421197049235,15.024591439155975
7.016818199634472,11.967186642321646,9.017606074609606,14.916767210033687
7.125736847878523,11.808176495758042,8.814120136798175,14.802232854717909
7.23634618720189,11.643902440014278,8.60762025245602,14.680184627572537
7.348672461377993,11.474300197285801,8.398746815510519,14.549853579061084
7.462742321549554,11.299315792849724,8.18811905444546,14.410512531253987
7.578582832551988,11.118906759643401,7.976330304425293,14.26148321486151
7.69622147933496,10.933043402431894,7.763942998998422,14.102143805865365
7.81568617348361,10.741710117958604,7.551483164161489,13.93193707175572
7.937005259840998,10.544906766222926,7.339434222072887,13.750379310372965
8.060207523233375,10.342650086626238,7.1282299338968045,13.55707023935567
8.185322195299817,10.13497515116881,6.91824633172763,13.35170397060999
8.312378961427877,9.921936845162438,6.709792510379465,13.134081179945412
8.441407967796913,9.703611364049298,6.503100174853158,12.904122553245438
8.572439828530726,9.480097712890984,6.298311874646194,12.661883551135775
8.70550563296124,9.251519192923952,6.0954679111750565,12.407570474672848
8.840636953004916,9.01802485728431,5.89449199358945,12.141557720979169
8.977865850653695,8.77979091560934,5.695175861897663,11.864405969321016
9.117224885582164,8.537022064756124,5.497163323825083,11.576880805687166
9.258747122872904,8.2899527203786,5.29993450207408,11.279970938683121
9.402466140861618,8.038848121624486,5.102791608462737,10.974904634786235
9.548416039104165,7.784005278811219,4.904848296972756,10.663162260649681
9.696631446467178,7.525753731691052,4.705025622451297,10.346481840930807
9.84714752934431,7.264456083901702,4.502058801684162,10.02685336611924
9.999999999999998,7.00050827752045,4.294520154117518,9.706496400923381
10.155225125042747,6.734339570405158,4.080864371639111,9.387814769171205
10.312859734029955,6.466412178338152,3.859501911592768,9.073322445083537
10.472941228206263,6.197220544020646,3.6289038797363515,8.765537208304941
10.635507589377637,5.927290195837184,3.387736469960496,8.466843921713872
