Distance,p,pmin,pmax
10.80059738892306,5.657176161168734,3.135014935864377,8.17933738647309
10.968249796946258,5.387460902024816,2.870257970494392,7.904663833555239
11.138504591569369,5.118751745034995,2.593616887621735,7.643886602448255
11.311402168370927,4.851677783517241,2.3059542034489438,7.397401363585538
11.486983549970347,4.586886236539183,2.0088549523348807,7.164917520743485
11.665290395761163,4.3250382586909755,1.704568893165058,6.9455076242168925
11.846365011795369,4.066804204739525,1.3958967479868352,6.737711661492215
12.030250360821162,3.8128583654263557,1.0860428870921792,6.539673843760532
12.216990072476571,3.56387320433448,0.77845804311871,6.34928836555025
12.406628453641192,3.32051314083779,0.47669042153435504,6.164335860141225
12.59921049894873,3.0834279404238893,0.18425576357176432,5.982600117276014
12.794781901462654,2.8532457908181224,-0.0954701495591066,5.801961731195352
12.99338906351758,2.630566159892442,-0.359337734963578,5.620470054748462
13.19507910772894,2.415952548771858,-0.6044919400526361,5.436397037596352
13.39989988817356,2.20992527019641,-0.8284263643469054,5.2482769047397255
13.607900001743772,2.0129543973015314,-1.0290262123994074,5.05493500700247
13.819128799677756,1.8254530407031917,-1.2046021004817276,4.855508181888111
14.033636399268946,1.6477711212151303,-1.3539157382260394,4.6494579806563
14.25147369575704,1.480189810759713,-1.4761977016325734,4.436577323151999
14.47269237440378,1.3229168141564167,-1.571156961779915,4.216990590092749
14.697344922755986,1.176082658658093,-1.638981528596104,3.99114684591229
14.925484643099109,1.039738145667112,-1.6803294814147822,3.759805772749006
15.157165665103978,0.9138530995293875,-1.6963097523829225,3.5240159514416973
15.392442958669921,0.7983165214816259,-1.6884522710434184,3.28508531400667
15.63137234696722,0.6929382228795546,-1.6586674368734808,3.04454388263259
15.87401051968199,0.5974519713370638,-1.6091953305527584,2.8040992732268863
16.120415046466753,0.5115201373896813,-1.54254557289397,2.565585847673333
16.370644390599626,0.4347397792671168,-1.461429259340658,2.3309088178748913
16.624757922855757,0.3666500512857001,-1.3686849019675482,2.1019850045389483
16.88281593559383,0.3067407696300242,-1.267200762423116,1.8806823016831644
17.144879657061455,0.2544619205733655,-1.1598363203414799,1.6687601614882106
17.41101126592248,0.2092338533543927,-1.0493458565974183,1.4678135633062037
17.681273906009835,0.1704578658414211,-0.9383072086171509,1.279222940299993
17.95573170130739,0.13752686841585476,-0.8290586533953175,1.1041123902270271
18.234449771164332,0.10983580238378303,-0.7236465821421272,0.9433181869096932
18.51749424574581,0.08679149518954549,-0.623786152204792,0.7973691425838831
18.80493228172323,0.0678216563823665,-0.530836456825626,0.6664797695903589
19.09683207820833,0.052382755260113864,-0.4457909776429523,0.55055648816318
19.39326289293436,0.039966571845207174,-0.369283229891941,0.4492163735823554
19.694295058688624,0.030105274693361724,-0.30160663899590234,0.3618171883826258
19.999999999999996,0.02237494837464296,-0.2427468691253377,0.2874967658746236
